Mod:Item:MetaData, Localized Name
minecraft:spawn_egg:2533, Spawn Livestock Merchant
minecraft:spawn_egg:2534, Spawn Jungle Bat
minecraft:spawn_egg:2535, Spawn Hell Pig
minecraft:spawn_egg:2536, Spawn Kobblin
minecraft:spawn_egg:2537, Spawn The Grue
minecraft:spawn_egg:2538, Spawn Saguaro Worm
minecraft:spawn_egg:2539, Spawn Pumpkin Spider
minecraft:spawn_egg:2540, Spawn Liopleurodon
minecraft:spawn_egg:2547, Spawn Eden Cadillion
minecraft:spawn_egg:2548, Spawn Eden Tomo
minecraft:spawn_egg:2549, Spawn Bunny
minecraft:spawn_egg:2550, Spawn Angry Bunny
minecraft:spawn_egg:2551, Spawn Weak Cori
minecraft:spawn_egg:2552, Spawn Madivel
minecraft:spawn_egg:2553, Spawn Greenfeet
minecraft:spawn_egg:2554, Spawn Sun Archer
minecraft:spawn_egg:2555, Spawn Wildwood Golem
minecraft:spawn_egg:2556, Spawn Wildwood Tomo
minecraft:spawn_egg:2557, Spawn Wildwood Cadillion
minecraft:spawn_egg:2558, Spawn Epiphite
minecraft:spawn_egg:2559, Spawn Behemoth
minecraft:spawn_egg:2560, Spawn Mage
minecraft:spawn_egg:2561, Spawn Spellbinder
minecraft:spawn_egg:2562, Spawn Mystic
minecraft:spawn_egg:2563, Spawn Sorcerer
minecraft:spawn_egg:2564, Spawn Verek
minecraft:spawn_egg:2565, Spawn Moon Wolf
minecraft:spawn_egg:2566, Spawn Apalachia Cadillion
minecraft:spawn_egg:2567, Spawn Apalachia Tomo
minecraft:spawn_egg:2568, Spawn Apalachia Golem
minecraft:spawn_egg:2569, Spawn Enchanted Warrior
minecraft:spawn_egg:2570, Spawn Skythern Archer
minecraft:spawn_egg:2571, Spawn Enchanted Archer
minecraft:spawn_egg:2572, Spawn Twilight Archer
minecraft:spawn_egg:2573, Spawn Samek
minecraft:spawn_egg:2574, Spawn Skythern Golem
minecraft:spawn_egg:2575, Spawn Skythern Cori
minecraft:spawn_egg:2576, Spawn Skythern Fiend
minecraft:spawn_egg:2577, Spawn Megalith
minecraft:spawn_egg:2578, Spawn Mortum Cadillion
minecraft:spawn_egg:2579, Spawn Demon Of Darkness
minecraft:spawn_egg:2580, Spawn Baslisk
minecraft:spawn_egg:2581, Spawn Soul Stealer
minecraft:spawn_egg:2582, Spawn Densos
minecraft:spawn_egg:2583, Spawn Reyvor
minecraft:spawn_egg:2584, Spawn Twilight Demon
minecraft:spawn_egg:2585, Spawn Soul Fiend
minecraft:spawn_egg:2586, Spawn Vamacheron
minecraft:spawn_egg:2587, Spawn Karot
minecraft:spawn_egg:2588, Spawn Eternal Archer
minecraft:spawn_egg:2589, Spawn Soul Spider
minecraft:spawn_egg:2590, Spawn Alicanto
minecraft:spawn_egg:2591, Spawn Fractite
minecraft:spawn_egg:2592, Spawn Glacide
minecraft:spawn_egg:2593, Spawn Hastreus
minecraft:spawn_egg:2594, Spawn Frost Archer
minecraft:spawn_egg:2595, Spawn Rollum
minecraft:spawn_egg:2596, Spawn Frosty
minecraft:spawn_egg:2597, Spawn Workshop Tinkerer
minecraft:spawn_egg:2598, Spawn Workshop Merchant
minecraft:spawn_egg:2599, Spawn Vermenous
minecraft:spawn_egg:2600, Spawn Ent
minecraft:spawn_egg:2601, Spawn Cymesoid
minecraft:spawn_egg:2602, Spawn Dreamwrecker
minecraft:spawn_egg:2603, Spawn Tocaxin
minecraft:spawn_egg:2604, Spawn Shadahier
minecraft:spawn_egg:2605, Spawn Acid Hag
minecraft:spawn_egg:2606, Spawn Kazrotic
minecraft:spawn_egg:2607, Spawn Helio
minecraft:spawn_egg:2608, Spawn Gorgosion
minecraft:spawn_egg:2609, Spawn Hoverstinger
minecraft:spawn_egg:2610, Spawn Zone
minecraft:spawn_egg:2611, Spawn Zoragon
minecraft:spawn_egg:2612, Spawn Dissiment
minecraft:spawn_egg:2613, Spawn Vhraak
minecraft:spawn_egg:2614, Spawn Galroid
minecraft:spawn_egg:2615, Spawn Lady Luna
minecraft:spawn_egg:2616, Spawn Bohemite
minecraft:spawn_egg:2617, Spawn Wreck
minecraft:spawn_egg:2618, Spawn Biphron
minecraft:spawn_egg:2619, Spawn Hive Queen
minecraft:spawn_egg:2620, Spawn Hive Soldier
minecraft:spawn_egg:2621, Spawn L Heiva
minecraft:spawn_egg:2622, Spawn Mandragora
minecraft:spawn_egg:2623, Spawn Twins
minecraft:spawn_egg:2624, Spawn Karos
minecraft:spawn_egg:2625, Spawn Raglok
minecraft:spawn_egg:2626, Spawn Quadro
minecraft:spawn_egg:2627, Spawn Duo
minecraft:spawn_egg:2628, Spawn Lorga
minecraft:spawn_egg:2629, Spawn Lorga Flight
minecraft:spawn_egg:2630, Spawn Mysterious Man1
minecraft:spawn_egg:2631, Spawn Mysterious Man2
minecraft:spawn_egg:2632, Spawn Mysterious Man3
minecraft:spawn_egg:2633, Spawn The Hunger
minecraft:spawn_egg:2634, Spawn Crypt Keeper
minecraft:spawn_egg:2635, Spawn Temple Guardian
minecraft:spawn_egg:2636, Spawn Captain Merik
minecraft:spawn_egg:2637, Spawn Dungeon Constructor
minecraft:spawn_egg:2638, Spawn Datticon
minecraft:spawn_egg:2639, Spawn War General
minecraft:spawn_egg:2640, Spawn Deathcryx
minecraft:spawn_egg:2641, Spawn Death Hound
minecraft:spawn_egg:2642, Spawn Dramix
minecraft:spawn_egg:2643, Spawn Dungeon Prisoner
minecraft:spawn_egg:2644, Spawn Dungeon Demon
minecraft:spawn_egg:2645, Spawn Leorna
minecraft:spawn_egg:2646, Spawn Living Statue
minecraft:spawn_egg:2647, Spawn Parasecta
minecraft:spawn_egg:2648, Spawn Razorback
minecraft:spawn_egg:2649, Spawn Lord Vatticus
minecraft:spawn_egg:2650, Spawn Zelus
minecraft:spawn_egg:2651, Spawn Roamer
minecraft:spawn_egg:301, Spawn Jungle Spider
minecraft:spawn_egg:302, Spawn Rosester
minecraft:spawn_egg:303, Spawn Glob
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:spawn_egg:6396, Spawn Demon
minecraft:spawn_egg:6397, Spawn Mandrake
minecraft:spawn_egg:6398, Spawn Treefyd
minecraft:spawn_egg:6399, Spawn Horned Huntsman
minecraft:spawn_egg:6400, Spawn Ent
minecraft:spawn_egg:6401, Spawn Owl
minecraft:spawn_egg:6402, Spawn Toad
minecraft:spawn_egg:6403, Spawn Baba Yaga
minecraft:spawn_egg:6404, Spawn Coven Witch
minecraft:spawn_egg:6405, Spawn Nightmare
minecraft:spawn_egg:6406, Spawn Spectre
minecraft:spawn_egg:6407, Spawn Poltergeist
minecraft:spawn_egg:6408, Spawn Banshee
minecraft:spawn_egg:6409, Spawn Spirit
minecraft:spawn_egg:6410, Spawn Death
minecraft:spawn_egg:6411, Spawn Witch Hunter
minecraft:spawn_egg:6412, Spawn Lord of Torment
minecraft:spawn_egg:6413, Spawn Flame Imp
minecraft:spawn_egg:6414, Spawn Minedrake
minecraft:spawn_egg:6415, Spawn Hobgoblin
minecraft:spawn_egg:6416, Spawn Mog
minecraft:spawn_egg:6417, Spawn Gulg
minecraft:spawn_egg:6418, Spawn Shade of Leonard
minecraft:spawn_egg:6419, Spawn Lost Soul
minecraft:spawn_egg:6420, Spawn Werewolf
minecraft:spawn_egg:6421, Spawn Hellhound
minecraft:spawn_egg:6422, Spawn Villager
minecraft:spawn_egg:6423, Spawn Guard
minecraft:spawn_egg:6424, Spawn Vampire
minecraft:spawn_egg:6425, Spawn Lilith
minecraft:spawn_egg:6426, Spawn Winged Monkey
minecraft:spawn_egg:6427, Spawn Reflection
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:3, Roadhog360's Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
divinerpg:boneChest, Bone Chest
divinerpg:frozenDirt, Frozen Dirt
divinerpg:frozenGrass, Frozen Grass
divinerpg:frozenStone, Frozen Stone
divinerpg:frozenLog, Frozen Log
divinerpg:brittleLeaves, Brittle Leaves
divinerpg:frozenPlanks, Frozen Planks
divinerpg:frozenStairs, Frozen Stairs
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
divinerpg:winterberryBush, Winterberry Bush
divinerpg:ripeWinterberryBush, Ripe Winterberry Bush
divinerpg:icyStone, Icy Stone
divinerpg:icyBricks, Icy Bricks
divinerpg:frostedChest, Frosted Chest
divinerpg:decorativeFrostedChest, Decorative Frosted Chest
divinerpg:rollumSpawner, Rollum Spawner
divinerpg:frostArcherSpawner, Frost Archer Spawner
divinerpg:snowBricks, Snow Bricks
divinerpg:coalstone, Coalstone
divinerpg:coalstoneStairs, Coalstone Stairs
divinerpg:workshopCarpet, Workshop Carpet
divinerpg:frostedGlass, Frosted Glass
divinerpg:workshopBookcase, Workshop Bookcase
divinerpg:workshopLamp, Workshop Lamp
divinerpg:steelDoorBlock, Steel Door Block
divinerpg:coalstoneFurnace, Coalstone Furnace
divinerpg:coalstoneFurnaceActive, Coalstone Furnace Active
divinerpg:redChristmasLights, Red Christmas Lights
divinerpg:greenChristmasLights, Green Christmas Lights
divinerpg:blueChristmasLights, Blue Christmas Lights
divinerpg:yellowChristmasLights, Yellow Christmas Lights
divinerpg:purpleChristmasLights, Purple Christmas Lights
divinerpg:CandyCane:0, Blue Candy Cane
divinerpg:CandyCane:1, Green Candy Cane
divinerpg:CandyCane:2, Pink Candy Cane
divinerpg:CandyCane:3, Red Candy Cane
divinerpg:CandyCane:4, Yellow Candy Cane
divinerpg:presentBox, Present Box
divinerpg:iceikaFire, Iceika Fire
divinerpg:iceikaPortal, Iceika Portal
divinerpg:frozenSlab:0, Frozen Slab
divinerpg:frozenSlabDouble:0, Frozen Slab
divinerpg:vetheaPortal, Vethea Portal
divinerpg:dreamWreckerSpawner, Dream Wrecker Spawner
divinerpg:vermenousSpawner, Vermenous Spawner
divinerpg:twinsSpawner, Twins Spawner
divinerpg:biphronSpawner, Biphron Spawner
divinerpg:gorgosionSpawner, Gorgosion Spawner
divinerpg:wreckAltar, Wreck Altar
divinerpg:quadroticAltar, Quadrotic Altar
divinerpg:karosAltar, Karos Altar
divinerpg:raglokAltar, Raglok Altar
divinerpg:lunicAltar, Lunic Altar
divinerpg:dreamStone, Dream Stone
divinerpg:dreamDirt, Dream Dirt
divinerpg:dreamGrass, Dream Grass
divinerpg:fireCrystal, Fire Crystal
divinerpg:dreamwoodLog, Dreamwood Log
divinerpg:dreamwoodLeaves, Dreamwood Leaves
divinerpg:lightDreamBricks, Light Dream Bricks
divinerpg:darkDreamBricks, Dark Dream Bricks
divinerpg:lunaStone, Luna Stone
divinerpg:lunaBrick, Luna Brick
divinerpg:metalCaging, Metal Caging
divinerpg:dreamLampOn, Dream Lamp
divinerpg:dreamLampOff, Dream Lamp
divinerpg:weedWoodVine, Weed Wood Vine
divinerpg:blossomedWeedWoodVine, Blossomed Weed Wood Vine
divinerpg:cryptWall, Crypt Wall
divinerpg:smoothGlass, Smooth Glass
divinerpg:villageLamp, Village Lamp
divinerpg:cellLamp, Cell Lamp
divinerpg:barredDoorBlock, Barred Door Block
divinerpg:firelight, Firelight
divinerpg:hyrewoodLog, Hyrewood Log
divinerpg:mintwoodLeaves, Mintwood Leaves
divinerpg:redDreamBricks, Red Dream Bricks
divinerpg:karosHeatTileGreen, Karos Heat Tile Green
divinerpg:karosHeatTileRed, Karos Heat Tile Red
divinerpg:firewoodLog, Firewood Log
divinerpg:bacterialAcid, Bacterial Acid
divinerpg:acidBlock, Acid Block
divinerpg:greenEverstone, Green Everstone
divinerpg:lunicAcid, Lunic Acid
divinerpg:firewoodLeaves, Firewood Leaves
divinerpg:hyrewoodLeaves, Hyrewood Leaves
divinerpg:greenGemTop, Green Gem Top
divinerpg:purpleGemTop, Purple Gem Top
divinerpg:purpleDulah, Purple Dulah
divinerpg:yellowDulah, Yellow Dulah
divinerpg:greenDulah, Green Dulah
divinerpg:mintwoodLog, Mintwood Log
divinerpg:crackleSpike, Crackle Spike
divinerpg:fernite, Fernite
divinerpg:bulbatobe, Bulbatobe
divinerpg:shineGrass, Shine Grass
divinerpg:shimmer, Shimmer
divinerpg:hiveWalls, Hive Walls
divinerpg:dreamglow, Dreamglow
divinerpg:hyreWoodVine, Hyre Wood Vine
divinerpg:chamberWall1, Chamber Wall
divinerpg:chamberWall2, Chamber Wall
divinerpg:chamberWall3, Chamber Wall
divinerpg:whiteEverstone, White Everstone
divinerpg:darkEverstone, Dark Everstone
divinerpg:blackHungerstone, Black Hungerstone
divinerpg:greenHungerstone, Green Hungerstone
divinerpg:cryptFloor, Crypt Floor
divinerpg:hallWall, Hall Wall
divinerpg:blueKarosBricks, Blue Karos Bricks
divinerpg:blackKarosBricks, Black Karos Bricks
divinerpg:infusionTable, Infusion Table
divinerpg:helioticBeam, Heliotic Beam
divinerpg:karosCannonBlock, Karos Cannon
divinerpg:nightmareBedBlock, Nightmare Bed Block
divinerpg:divineSlab:0, Divine Slab
divinerpg:divineSlabDouble:0, Divine Slab
divinerpg:edenDirt, Eden Dirt
divinerpg:wildwoodDirt, Wildwood Dirt
divinerpg:apalachiaDirt, Apalachia Dirt
divinerpg:skythernDirt, Skythern Dirt
divinerpg:mortumDirt, Mortum Dirt
divinerpg:edenGrass, Eden Grass
divinerpg:wildwoodGrass, Wildwood Grass
divinerpg:apalachiaGrass, Apalachia Grass
divinerpg:skythernGrass, Skythern Grass
divinerpg:mortumGrass, Mortum Grass
divinerpg:edenOre, Eden Ore
divinerpg:wildwoodOre, Wildwood Ore
divinerpg:apalachiaOre, Apalachia Ore
divinerpg:skythernOre, Skythern Ore
divinerpg:mortumOre, Mortum Ore
divinerpg:edenBlock, Eden Block
divinerpg:wildwoodBlock, Wildwood Block
divinerpg:apalachiaBlock, Apalachia Block
divinerpg:skythernBlock, Skythern Block
divinerpg:mortumBlock, Mortum Block
divinerpg:edenSapling, Eden Sapling
divinerpg:wildwoodSapling, Wildwood Sapling
divinerpg:apalachiaSapling, Apalachia Sapling
divinerpg:skythernSapling, Skythern Sapling
divinerpg:mortumSapling, Mortum Sapling
divinerpg:edenLeaves, Eden Leaves
divinerpg:wildwoodLeaves, Wildwood Leaves
divinerpg:apalachiaLeaves, Apalachia Leaves
divinerpg:skythernLeaves, Skythern Leaves
divinerpg:mortumLeaves, Mortum Leaves
divinerpg:edenLog, Eden Log
divinerpg:wildwoodLog, Wildwood Log
divinerpg:apalachiaLog, Apalachia Log
divinerpg:skythernLog, Skythern Log
divinerpg:mortumLog, Mortum Log
divinerpg:edenPlanks, Eden Planks
divinerpg:wildwoodPlanks, Wildwood Planks
divinerpg:apalachiaPlanks, Apalachia Planks
divinerpg:skythernPlanks, Skythern Planks
divinerpg:mortumPlanks, Mortum Planks
divinerpg:edenStairs, Eden Stairs
divinerpg:wildwoodStairs, Wildwood Stairs
divinerpg:apalachiaStairs, Apalachia Stairs
divinerpg:skythernStairs, Skythern Stairs
divinerpg:mortumStairs, Mortum Stairs
divinerpg:twilightStone, Twilight Stone
divinerpg:wildwoodVine, Wildwood Vine
divinerpg:blueFire, Blue Fire
divinerpg:edenPortal, Eden Portal
divinerpg:wildwoodPortal, Wildwood Portal
divinerpg:apalachiaPortal, Apalachia Portal
divinerpg:skythernPortal, Skythern Portal
divinerpg:mortumPortal, Mortum Portal
divinerpg:edenTorch, Eden Torch
divinerpg:edenChest, Eden Chest
divinerpg:apalachiaRails, Apalachia Rails
divinerpg:moonbulbPlant, Moonbulb Plant
divinerpg:purpleGlowbonePlant, Purple Glowbone Plant
divinerpg:pinkGlowbonePlant, Pink Glowbone Plant
divinerpg:skyPlant, Sky Plant
divinerpg:sunbloom, Sunbloom
divinerpg:edenBrush, Eden Brush
divinerpg:sunBlossom, Sun Blossom
divinerpg:moonlightFern, Moonlight Fern
divinerpg:moonBud, Moon Bud
divinerpg:wildwoodTallgrass, Wildwood Tallgrass
divinerpg:duskFlower, Dusk Flower
divinerpg:duskBloom, Dusk Bloom
divinerpg:apalachiaTallgrass, Apalachia Tallgrass
divinerpg:skythernBrush, Skythern Brush
divinerpg:dustLily, Dust Lily
divinerpg:dustBrambles, Dust Brambles
divinerpg:demonBrambles, Demon Brambles
divinerpg:eyePlant, Eye Plant
divinerpg:mortumBrush, Mortum Brush
divinerpg:edenSlab:0, Eden Slab
divinerpg:edenSlabDouble:0, Eden Slab
divinerpg:wildwoodSlab:0, Wildwood Slab
divinerpg:wildwoodSlabDouble:0, Wildwood Slab
divinerpg:apalachiaSlab:0, Apalachia Slab
divinerpg:apalachiaSlabDouble:0, Apalachia Slab
divinerpg:skythernSlab:0, Skythern Slab
divinerpg:skythernSlabDouble:0, Skythern Slab
divinerpg:mortumSlab:0, Mortum Slab
divinerpg:mortumSlabDouble:0, Mortum Slab
divinerpg:arcaniteDirt, Arcanite Dirt
divinerpg:arcaniteGrass, Arcanite Grass
divinerpg:arcaniumOre, Arcanium Ore
divinerpg:arcaniumMetal, Arcanium Metal
divinerpg:arcaniteTubes, Arcanite Tubes
divinerpg:arcaniumPower, Arcanium Power
divinerpg:dungeonLamp, Dungeon Lamp
divinerpg:heatTrap, Heat Trap
divinerpg:heatTrapOn, Heat Trap On
divinerpg:soulStone, Soul Stone
divinerpg:soulSludge, Soul Sludge
divinerpg:degradedBrick, Degraded Brick
divinerpg:darkDegradedBrick, Dark Degraded Brick
divinerpg:ancientBrick, Ancient Brick
divinerpg:ancientStone, Ancient Stone
divinerpg:lightDegradedBrick, Light Degraded Brick
divinerpg:stainedGlass, Stained Glass
divinerpg:stainedGlass2, Stained Glass
divinerpg:stainedGlass3, Stained Glass
divinerpg:stainedGlass4, Stained Glass
divinerpg:stainedGlass5, Stained Glass
divinerpg:stainedGlass6, Stained Glass
divinerpg:stainedGlass7, Stained Glass
divinerpg:stainedGlass8, Stained Glass
divinerpg:dungeonPrisonerSpawner, Dungeon Prisoner Spawner
divinerpg:razorbackSpawner, Razorback Spawner
divinerpg:deathHoundSpawner, Death Hound Spawner
divinerpg:deathcryxSpawner, Deathcryx Spawner
divinerpg:livingStatueSpawner, Living Statue Spawner
divinerpg:roamerSpawner, Roamer Spawner
divinerpg:ancientTile, Ancient Tile
divinerpg:starBridge, Star Bridge
divinerpg:starBridgeOn, Star Bridge On
divinerpg:soulSludgeDoor, Soul Sludge Door
divinerpg:ancientBrickDoor, Ancient Brick Door
divinerpg:soulStoneDoor, Soul Stone Door
divinerpg:degradedBrickDoor, Degraded Brick Door
divinerpg:dramixAltar, Dramix Altar
divinerpg:parasectaAltar, Parasecta Altar
divinerpg:arcanaExtractor, Arcana Extractor
divinerpg:arcanaPortal, Arcana Portal
divinerpg:arcanaPortalFrame, Arcana Portal Frame
divinerpg:arcanaHardPortalFrame, Arcana Hard Portal Frame
divinerpg:aquamarinePlant, Aquamarine Plant
divinerpg:eucalyptusPlant, Eucalyptus Plant
divinerpg:hitchakPlant, Hitchak Plant
divinerpg:veiloPlant, Veilo Plant
divinerpg:lamonaPlant, Lamona Plant
divinerpg:marsinePlant, Marsine Plant
divinerpg:firestockPlant, Firestock Plant
divinerpg:pinflyPlant, Pinfly Plant
divinerpg:eucalyptus, Eucalyptus
divinerpg:eucalyptusPlanks, Eucalyptus Planks
divinerpg:greenlightFurnace, Greenlight Furnace
divinerpg:greenlightFurnaceOn, Greenlight Furnace On
divinerpg:oceanfireFurnace, Oceanfire Furnace
divinerpg:oceanfireFurnaceOn, Oceanfire Furnace On
divinerpg:moltenFurnace, Molten Furnace
divinerpg:moltenFurnaceOn, Molten Furnace On
divinerpg:whitefireFurnace, Whitefire Furnace
divinerpg:whitefireFurnaceOn, Whitefire Furnace On
divinerpg:moonlightFurnace, Moonlight Furnace
divinerpg:moonlightFurnaceOn, Moonlight Furnace On
divinerpg:demonFurnace, Demon Furnace
divinerpg:demonFurnaceOn, Demon Furnace On
divinerpg:arcaniumTorch, Arcanium Torch
divinerpg:elevantium, Elevantium
divinerpg:arcaniteRails, Arcanite Rails
divinerpg:acceleron, Acceleron
IC2:blockOreCopper, ic2.blockOreCopper.name
IC2:blockOreTin, ic2.blockOreTin.name
IC2:blockOreUran, ic2.blockOreUran.name
IC2:blockOreLead, ic2.blockOreLead.name
IC2:blockRubWood, ic2.blockRubWood.name
IC2:blockRubLeaves, ic2.blockRubLeaves.name
IC2:blockRubSapling, ic2.blockRubSapling.name
IC2:blockHarz, ic2.blockHarz.name
IC2:blockRubber, ic2.blockRubber.name
IC2:blockFenceIron, ic2.blockFenceIron.name
IC2:blockAlloy, ic2.blockAlloy.name
IC2:blockBasalt, ic2.blockBasalt.name
IC2:blockAlloyGlass, ic2.blockAlloyGlass.name
IC2:blockDoorAlloy, tile.blockDoorAlloy.name
IC2:blockReinforcedFoam, ic2.blockReinforcedFoam.name
IC2:blockFoam, ic2.blockFoam.name
IC2:blockWall, ic2.blockWall.name
IC2:blockScaffold, ic2.blockScaffold.name
IC2:blockIronScaffold, ic2.blockIronScaffold.name
IC2:blockMetal:0, Copper Block
IC2:blockMetal:1, Tin Block
IC2:blockMetal:2, Bronze Block
IC2:blockMetal:3, Uranium Block
IC2:blockMetal:4, Lead Block
IC2:blockMetal:5, Refined Iron Block
IC2:blockCable, ic2.blockCable.name
IC2:blockKineticGenerator:0, Kinetic Wind Generator
IC2:blockKineticGenerator:1, Kinetic Steam Generator
